Headline,Article,Date
No danger to oil supplies because of SOssetia conflict - expert,"...BERLIN, August 12 (Itar-Tass) - The armed conflict in South
 Ossetia poses no real danger to oil supplies through the
 Baku-Tbilisi-Ceyhan oil pipeline which runs across Georgia, Claudia
 Kemfert, expert at the German Institute for Economic Research, said
 in an interview with the German Neue Ruhr/Neue Rhein Zeitung
 newspaper on Tuesday. ... According to Kemfert, as a transit state, Georgia plays a
 strategic role in oil supplies from the Caspian Sea region to
 Western Europe. Up to one million barrels of oil for Western
 European countries are daily pumped through the oil pipeline from
 Azerbaijan and Kazakhstan....","Aug. 12, 2008"
Norway to offer Georgia aid worth about 1 million dollars,"...OSLO, August 12 (Itar-Tass) - Norway has announced that it will
 provide humanitarian assistance to Georgia worth five million
 crowns (an equivalent of about one million U.S. dollars), the
 Norwegian Foreign Ministry reported late on Monday. ... It said the money will be sent through the Norwegian Red Cross
 and will be used for building up a field hospital near the Georgian
 city of Gori....","Aug. 12, 2008"
Plan of armed actions in Abkhazia found in Georgian army car,"...MOSCOW, August 12 (Itar-Tass) - A spokesman for the Russian
 Defense Ministry made a clarification to an earlier report that a
 plan of armed actions had been found in a car belonging to the
 staff of the Georgian army. ... He explained that the plan reflected the phases of combat
 actions in Abkhazia, another independence-seeking part of Georgia,
 and not in South Ossetia that turned a few days ago into a victim
 of a brutal armed aggression on the part Georgian authorities. ... The spokesman said it was a matter of special interest that the
 plan reflected the first phase of an armed operation in Abkhazia
 and its subsequent phases....","Aug. 12, 2008"
Polish leader leaves for Tbilisi with mission approved by USA,"...WARSAW, August 12 (Itar-Tass) - Polish President Lech Kaczynski
 flies on Tuesday to Georgia, a high-ranking representative of the
 Polish Presidential Chancellery said. ... According to Mariusz Handzlik, the Polish leader had discussed
 in a telephone conversation with U.S. President George Bush details
 of his upcoming trip. ""President Bush expressed full support for
 the mission of Mr. President in Tbilisi,"" Handzlik said....","Aug. 12, 2008"
Polish pilot may face penalty for refusal to land in Tbilisi airport,"...WARSAW, August 12 (Itar-Tass) - Captain of a Tupolev-154 jet
 that carried Polish President Lech Kaczynski may face penalty for a
 refusal to make a landing at Tbilisi airport and for the decision
 to land on the territory of neighboring Azerbaijan instead,
 Poland's TVN-24 channel said Tuesday. ... The reporters drew this conclusion from Kaczynski's remark that
 ""a decision will be taken on the problem"" after his return to
 Warsaw and that this should be done at a very high level. ... Kazcynski, who was in a rush to meet with Georgian President
 Mikhail Saakashvili, wanted the crew ""to fly straight to Tbilisi""
 but the captain refused to land the airliner there out of security
 considerations....","Aug. 12, 2008"
Pres hopes for fruitful discussion with Sarkozy on South Ossetia,"...MOSCOW, August 12 (Itar-Tass) - President Dmitry Medvedev is
 glad that his French counterpart Nicolas Sarkozy arrived in Moscow
 and hopes for a fruitful discussion on a settlement in South
 Ossetia. ... ""I'd like to thank you for your arrival to participate in
 settling the difficult problem,"" the Russian head of state said at
 the meeting with Sarkozy. He hopes for ""fruitful discussion of
 these questions (settlement in South Ossetia)"". The Russian leader
 informed the French counterpart ""of a decision, taken several hours
 ago""- completion of the operation on forcing Georgia to peace....","Aug. 12, 2008"
"Presidents, premier fly from Simferopol to Georgia","...PARIS, August 12 (Itar-Tass) - The presidents of Poland,
 Ukraine, Lithuania and Estonia and the Latvian prime minister on
 Tuesday flew from Simferopol, bound for Georgia. The flight will
 pass over Azerbaijan, the French media report. ... A Tupolev-154 plane with four presidents and one prime minister
 on board belongs to Poland and took off from Warsaw. The plane made
 a landing in Crimea to take the Ukrainian president on board. The
 wife of president Saakashvili also boarded the plane. ... According to a report from the crew, the plane is to land in the
 city of Gyandzha, Azerbaijan....","Aug. 12, 2008"
Putin joins Medvedev - Sarkozy talks,"...MOSCOW, August 12 (Itar-Tass) - Talks continued between Russian
 President Dmitry Medvedev and French President Nicolas Sarkozy at
 dinner in the Kremlin and Russian Prime Minister joined the heads
 of state. ... ""At present, the Presidents of Russia and France, Dmitry
 Medvedev and Nicolas Sarkozy, are discussing the situation in South
 Ossetia at working dinner,"" the press service of the head of the
 Russian state said. ... Prime Minister Vladimir Putin took part in the negotiations.
 Later, Russian Foreign Minister Sergei Lavrov, French Foreign
 Minister Bernard Kouchner and presidential foreign policy advisers
 Sergei Prikhodko and Jean-David Levitte joined them, the press
 service said....","Aug. 12, 2008"
"RF response to Georgia actions most effective, consistent","...MOSCOW, August 12 (Itar-Tass) - Russia's response to Georgia's
 actions was the most effective and consistent; otherwise there
 would be many more deaths, Dmitry Medvedev said on Tuesday at the
 joint press conference with French President Nicolas Sarkozy after
 the talks in the Kremlin. ... ""If Russia had a different opportunity to react to Georgia's
 aggression against South Ossetia,"" Medvedev said, ""we would have
 used it."" ""But there was no other way to react,"" he stressed. ""When
 several thousand citizens are killed, a state must react
 adequately,"" he went on....","Aug. 12, 2008"
Reconnoitering to continue - Russian General,"...MOSCOW, August 12 (Itar-Tass) - Russia is awaiting Tbilisi's
 reaction to the statement by the Russian president on ending the
 operation to compel Georgia to peace, deputy chief of the General
 Staff Anatoly Nogovitsyn said. ... ""We're awaiting the reaction of the Georgian side,"" Nogovitsyn
 said after reading Medvedev's statement. ... The General underlined that the completion of the operation on
 forcing Tbilisi to peace did not imply that the Russian military
 was ending all their actions. ... ""If we've been given an order it does not mean we're stopping
 all actions....","Aug. 12, 2008"
Russia aims to bring situation in S Ossetia to peaceful route,"...MOSCOW, August 12 (Itar-Tass) - Russia's aim in the
 Georgian-South Ossetian conflict zone is to bring the situation in
 South Ossetia to a peaceful route, Russian Foreign Minister Sergei
 Lavrov said at the meeting with his Finnish counterpart Alexander
 Stubb on Tuesday. ... ""We are sincerely grateful that you have made a trip to Georgia
 and also visited Moscow to try form an objective picture of what is
 taking place and see in what way the world community can help bring
 the situation to a peaceful route and prevent such aggressive moves
 in future,"" the Russian minister said....","Aug. 12, 2008"
Russia army not making new movements in Georgia territory - minister,"...TBILISI, August 12 (Itar-Tass) - Russia's army does not make any
 new movements in the Georgian territory, Georgian State
 Reintegration Minister, president's special envoy for conflict
 resolution Temuri Yakobashvili said at a briefing on Tuesday. He
 urged the ""population of the settlements and cities of Georgia
 where the Russian military are present not to enter in conflict
 with them."" ... ""The Russian army so far has not changed the positions it has
 taken in the part of the Georgian territory and we have information
 that it does not intend to make new movements....","Aug. 12, 2008"
Russia hopes Georgian brigade from Iraq not to be used in Ossetia,"...WASHINGTON, August 12 (Itar-Tass) - Charge d'Affaires at the
 Russian Embassy in Washington Alexander Darchiyev said on Tuesday
 that Russia hoped the Georgian military brigade that was being
 moved back to Georgia from Iraq would not be used in the combat
 operation against South Ossetia. ... In an interview with NPR (National Public Radio), the diplomat
 said that before the conflict developed into a war, the U.S.
 administration had pledged that Washington did not support the use
 of force in the settlement of conflicts in Georgia....","Aug. 12, 2008"
Russia intelligence sees no Georgia pullout of conflict zone,"...MOSCOW, August 12 (Itar-Tass) - Russian military intelligence
 does not see any actions aimed at the withdrawal of Georgian troops
 from the South Ossetian conflict zone, Deputy Chief of the General
 Staff of the Russian Armed Forces Colonel-General Anatoly
 Nogovitsyn said at a press conference on Tuesday. ... ""Even if the Georgian troops have got the command to begin the
 pullout, we are not observing any results anywhere,"" Nogovitsyn
 noted. ""Our intelligence sees no actions aimed at the withdrawal,""
 he added....","Aug. 12, 2008"
Russia not to build up group of troops in Abkhazia,"...MOSCOW, August 12 (Itar-Tass) - Russia will not build its group
 of troops in Abkhazia, deputy chief of the General Staff Col-Gen
 Anatoly Nogovitsyn told a news conference on Tuesday. ... ""We'll be negotiating over the situation in the Kodori Gorge;
 the issue is not easy; it will need time, but we aren't planning a
 troops build-up in Abkhazia. It's sufficient,"" Nogovitsyn
 noted. ... He also said U.S. military instructors had been evacuated from
 Georgia. ... These instructors were staying in Georgia in connection with the
 recent military exercise....","Aug. 12, 2008"
Russia operation to coerce Georgia to peace effective- Medvedev,"...MOSCOW, August 12 (Itar-Tass) - At the joint press conference
 with French President Nicolas Sarkozy after the talks in the
 Kremlin, the Russian president, when asked why it was decided to
 stop the operation to coerce Tbilisi to peace precisely on this
 day, has said: ""The point is that the operation for coercing the
 Georgian authorities to peace, that was conducted by the reinforced
 Russian peacekeeping contingent, has brought results. This is why
 we have concluded lt."" ""This had to be done precisely today, not
 yesterday or tomorrow....","Aug. 12, 2008"
